date,time,latitude,longitude,orbit_start,orbit_end
2023/04/01,012816,37.83866,-87.661255,954466106.4,954471679.4
2023/04/01,012816,37.82184,-87.50486,954466106.4,954471679.4
2023/04/01,012816,37.81226,-87.469826,954466106.4,954471679.4
2023/04/01,012816,37.671722,-87.73075,954466106.4,954471679.4
2023/04/01,012816,38.236355,-87.29646,954466106.4,954471679.4
2023/04/01,012816,33.920444,-91.58135,954466106.4,954471679.4
2023/04/01,012816,33.98681,-91.574615,954466106.4,954471679.4
2023/04/01,012816,33.974148,-91.63314,954466106.4,954471679.4
2023/04/01,012816,33.932938,-91.62568,954466106.4,954471679.4
2023/04/01,012816,33.894978,-91.596146,954466106.4,954471679.4
2023/04/01,012816,33.937828,-91.5715,954466106.4,954471679.4
2023/04/01,012816,33.89087,-91.58208,954466106.4,954471679.4
2023/04/01,012816,33.908222,-91.55495,954466106.4,954471679.4
2023/04/01,012816,34.01472,-91.52256,954466106.4,954471679.4
2023/04/01,012816,34.85454,-90.285095,954466106.4,954471679.4
2023/04/01,012816,34.904675,-90.24067,954466106.4,954471679.4
2023/04/01,012816,34.867027,-90.31462,954466106.4,954471679.4
2023/04/01,012816,34.83899,-90.318,954466106.4,954471679.4
2023/04/01,012816,34.8797,-90.30936,954466106.4,954471679.4
2023/04/01,012816,34.832317,-90.32372,954466106.4,954471679.4
2023/04/01,012816,34.862694,-90.16856,954466106.4,954471679.4
2023/04/01,012816,34.826065,-90.30466,954466106.4,954471679.4
2023/04/01,012816,34.915154,-90.27926,954466106.4,954471679.4
2023/04/01,012816,34.901234,-90.228065,954466106.4,954471679.4
2023/04/01,012816,34.81805,-90.24889,954466106.4,954471679.4
2023/04/01,012816,34.884697,-90.18444,954466106.4,954471679.4
2023/04/01,012816,34.871437,-90.2447,954466106.4,954471679.4
2023/04/01,012816,36.380608,-88.66954,954466106.4,954471679.4
2023/04/01,012816,36.36486,-88.65818,954466106.4,954471679.4
2023/04/01,012816,36.386677,-88.616486,954466106.4,954471679.4
2023/04/01,012816,36.386295,-88.65844,954466106.4,954471679.4
2023/04/01,012816,36.366657,-88.61542,954466106.4,954471679.4
2023/04/01,012816,36.4086,-88.63446,954466106.4,954471679.4
2023/04/01,012816,36.383152,-88.61582,954466106.4,954471679.4
2023/04/01,012816,36.358154,-88.58781,954466106.4,954471679.4
2023/04/01,012816,36.39299,-88.644646,954466106.4,954471679.4
2023/04/01,012816,36.352013,-88.63249,954466106.4,954471679.4
2023/04/01,012816,36.365284,-88.56741,954466106.4,954471679.4
2023/04/01,012816,36.305317,-88.62816,954466106.4,954471679.4
2023/04/01,012816,36.3838,-88.62891,954466106.4,954471679.4
2023/04/01,012816,36.350765,-88.59278,954466106.4,954471679.4
2023/04/01,012816,35.466324,-89.88331,954466106.4,954471679.4
2023/04/01,012816,35.465107,-89.92719,954466106.4,954471679.4
2023/04/01,012816,35.507145,-89.87706,954466106.4,954471679.4
2023/04/01,012816,35.623886,-89.79497,954466106.4,954471679.4
2023/04/01,012816,35.405037,-89.89249,954466106.4,954471679.4
2023/04/01,012816,35.411366,-89.84492,954466106.4,954471679.4
2023/04/01,012816,35.443916,-89.89094,954466106.4,954471679.4
2023/04/01,012816,35.609528,-89.755905,954466106.4,954471679.4
2023/04/01,012816,35.41281,-89.86272,954466106.4,954471679.4
2023/04/01,012816,35.44893,-89.8308,954466106.4,954471679.4
2023/04/01,012816,35.57268,-89.74464,954466106.4,954471679.4
2023/04/01,012816,35.438858,-89.79717,954466106.4,954471679.4
2023/04/01,012816,35.815796,-89.22246,954466106.4,954471679.4
2023/04/01,012816,35.803432,-89.13835,954466106.4,954471679.4
2023/04/01,012816,35.833534,-89.23557,954466106.4,954471679.4
2023/04/01,012816,35.803085,-89.21647,954466106.4,954471679.4
2023/04/01,012816,35.82099,-89.201866,954466106.4,954471679.4
2023/04/01,012816,35.799374,-89.17655,954466106.4,954471679.4
2023/04/01,012816,35.836887,-89.151596,954466106.4,954471679.4
2023/04/01,012816,35.827538,-89.21522,954466106.4,954471679.4
2023/04/01,012816,35.844658,-89.2588,954466106.4,954471679.4
2023/04/01,012816,35.823162,-89.23538,954466106.4,954471679.4
2023/04/01,012816,35.825043,-89.18008,954466106.4,954471679.4
2023/04/01,012816,35.731724,-89.19625,954466106.4,954471679.4
2023/04/01,012816,35.825348,-89.187195,954466106.4,954471679.4
2023/04/01,012816,35.807323,-89.217514,954466106.4,954471679.4
2023/04/01,012816,35.850163,-89.16533,954466106.4,954471679.4
2023/04/01,012816,35.814663,-89.1549,954466106.4,954471679.4
2023/04/01,012816,35.818504,-89.10461,954466106.4,954471679.4
2023/04/01,012816,35.852154,-89.210236,954466106.4,954471679.4
2023/04/01,012816,37.586197,-87.94447,954466106.4,954471679.4
2023/04/01,012816,37.620693,-88.06121,954466106.4,954471679.4
2023/04/01,012816,37.61076,-88.119965,954466106.4,954471679.4
2023/04/01,012816,37.57439,-87.99336,954466106.4,954471679.4
2023/04/01,012816,37.58789,-88.01466,954466106.4,954471679.4
2023/04/01,012816,37.540035,-87.79948,954466106.4,954471679.4
2023/04/01,012816,37.595665,-87.857376,954466106.4,954471679.4
2023/04/01,012816,37.598858,-88.01215,954466106.4,954471679.4
2023/04/01,012816,37.50463,-88.02296,954466106.4,954471679.4
2023/04/01,012816,37.596577,-87.95239,954466106.4,954471679.4
2023/04/01,012816,35.213367,-89.187004,954466106.4,954471679.4
2023/04/01,012816,35.22109,-89.24429,954466106.4,954471679.4
2023/04/01,012816,35.248142,-88.564186,954466106.4,954471679.4
2023/04/01,012816,35.2256,-88.652985,954466106.4,954471679.4
2023/04/01,012816,35.160397,-88.58304,954466106.4,954471679.4
2023/04/01,012816,35.313286,-88.62535,954466106.4,954471679.4
2023/04/01,012816,35.29897,-88.540764,954466106.4,954471679.4
2023/04/01,012816,35.267696,-88.48177,954466106.4,954471679.4
2023/04/01,012816,35.196556,-88.527306,954466106.4,954471679.4
2023/04/01,012816,35.271744,-88.652725,954466106.4,954471679.4
2023/04/01,012816,35.306396,-88.55937,954466106.4,954471679.4
2023/04/01,012816,35.286938,-88.626274,954466106.4,954471679.4
2023/04/01,012816,35.21983,-88.53556,954466106.4,954471679.4
2023/04/01,012816,35.2312,-88.643036,954466106.4,954471679.4
2023/04/01,012816,35.325207,-88.65872,954466106.4,954471679.4
2023/04/01,012816,35.251625,-88.53928,954466106.4,954471679.4
2023/04/01,012816,35.365955,-88.56163,954466106.4,954471679.4
2023/04/01,012816,35.220768,-88.59839,954466106.4,954471679.4
2023/04/01,012816,35.267357,-88.60885,954466106.4,954471679.4
2023/04/01,012816,35.216908,-88.48575,954466106.4,954471679.4
2023/04/01,012816,35.31513,-88.50775,954466106.4,954471679.4
2023/04/01,012816,35.281143,-88.63905,954466106.4,954471679.4
2023/04/01,012816,35.140144,-88.61076,954466106.4,954471679.4
2023/04/01,012816,35.174164,-88.591286,954466106.4,954471679.4
2023/04/01,012816,35.188198,-88.61994,954466106.4,954471679.4
2023/04/01,012816,35.318554,-88.578026,954466106.4,954471679.4
2023/04/01,012816,35.224876,-88.55303,954466106.4,954471679.4
2023/04/01,012816,35.293903,-88.63197,954466106.4,954471679.4
2023/04/01,012816,35.272133,-88.53764,954466106.4,954471679.4
2023/04/01,012816,35.186123,-88.5144,954466106.4,954471679.4
2023/04/01,012816,35.208397,-88.639725,954466106.4,954471679.4
2023/04/01,012816,35.373608,-88.54841,954466106.4,954471679.4
2023/04/01,012816,35.27146,-88.61414,954466106.4,954471679.4
2023/04/01,012816,35.307102,-88.5618,954466106.4,954471679.4
2023/04/01,012816,35.2517,-88.51924,954466106.4,954471679.4
2023/04/01,012816,35.134724,-88.56906,954466106.4,954471679.4
2023/04/01,012816,35.2946,-88.60946,954466106.4,954471679.4
2023/04/01,012816,35.32339,-88.51255,954466106.4,954471679.4
2023/04/01,012816,35.250736,-88.59381,954466106.4,954471679.4
2023/04/01,012816,35.26808,-88.50583,954466106.4,954471679.4
2023/04/01,012816,35.15412,-88.62443,954466106.4,954471679.4
2023/04/01,012816,35.268215,-88.60938,954466106.4,954471679.4
2023/04/01,012816,35.308758,-88.53351,954466106.4,954471679.4
2023/04/01,012816,35.227627,-88.50027,954466106.4,954471679.4
2023/04/01,012816,35.17869,-88.575165,954466106.4,954471679.4
2023/04/01,012816,35.377514,-88.50584,954466106.4,954471679.4
2023/04/01,012816,35.284092,-88.511475,954466106.4,954471679.4
2023/04/01,012816,34.08015,-91.23574,954466106.4,954471679.4
2023/04/01,012816,38.05625,-87.53727,954466106.4,954471679.4
2023/04/01,012816,38.043903,-87.61146,954466106.4,954471679.4
2023/04/01,012816,38.05229,-87.65933,954466106.4,954471679.4
2023/04/01,012816,38.032494,-87.507935,954466106.4,954471679.4
2023/04/01,012816,38.043934,-87.60181,954466106.4,954471679.4
2023/04/01,012816,36.007748,-89.00929,954466106.4,954471679.4
2023/04/01,012816,36.111855,-88.85183,954466106.4,954471679.4
2023/04/01,012816,36.09723,-88.89604,954466106.4,954471679.4
2023/04/01,012816,36.098568,-88.84158,954466106.4,954471679.4
2023/04/01,012816,33.73749,-91.996315,954466106.4,954471679.4
2023/04/01,012816,33.74739,-91.98181,954466106.4,954471679.4
2023/04/01,012816,37.47857,-88.338165,954466106.4,954471679.4
2023/04/01,012816,37.546234,-88.37875,954466106.4,954471679.4
2023/04/01,012816,37.39267,-88.28859,954466106.4,954471679.4
2023/04/01,012816,37.434547,-88.384224,954466106.4,954471679.4
2023/04/01,012816,37.66309,-89.94727,954466106.4,954471679.4
2023/04/01,012816,36.69517,-85.53323,954466106.4,954471679.4
2023/04/01,012816,-0.10814974,-61.048912,954466106.4,954471679.4
2023/04/01,012816,-0.08588342,-60.961845,954466106.4,954471679.4
2023/04/01,012816,-2.5193014,-58.195015,954466106.4,954471679.4
2023/04/01,012816,-2.4664764,-58.241604,954466106.4,954471679.4
2023/04/01,012816,-2.6175122,-57.901096,954466106.4,954471679.4
2023/04/01,012816,-2.537208,-57.878445,954466106.4,954471679.4
2023/04/01,012816,-2.145039,-58.56376,954466106.4,954471679.4
2023/04/01,012816,-2.195989,-58.374,954466106.4,954471679.4
2023/04/01,012816,-4.0134344,-55.6426,954466106.4,954471679.4
2023/04/01,012816,-6.682029,-52.065826,954466106.4,954471679.4
2023/04/01,012816,-6.6496572,-52.081615,954466106.4,954471679.4
2023/04/01,012816,-6.6401014,-52.074448,954466106.4,954471679.4
2023/04/01,012816,-6.658177,-52.13971,954466106.4,954471679.4
2023/04/01,012816,-6.7879014,-52.19679,954466106.4,954471679.4
2023/04/01,012816,-6.8065987,-52.006653,954466106.4,954471679.4
2023/04/01,012816,-4.1161714,-54.218796,954466106.4,954471679.4
2023/04/01,012816,-4.182196,-54.23717,954466106.4,954471679.4
2023/04/01,012816,-6.3162665,-51.17155,954466106.4,954471679.4
2023/04/01,012816,-6.328318,-51.149414,954466106.4,954471679.4
2023/04/01,012816,-6.3714123,-51.18578,954466106.4,954471679.4
2023/04/01,012816,-6.331926,-51.245537,954466106.4,954471679.4
2023/04/01,012816,-6.286894,-51.13081,954466106.4,954471679.4
2023/04/01,012816,-6.1867723,-51.369812,954466106.4,954471679.4
2023/04/01,012816,-6.2678213,-51.373455,954466106.4,954471679.4
2023/04/01,012816,-6.1475115,-51.21865,954466106.4,954471679.4
2023/04/01,012816,-6.1643257,-51.39957,954466106.4,954471679.4
2023/04/01,012816,-6.343937,-51.066498,954466106.4,954471679.4
2023/04/01,012816,-6.3211117,-52.042034,954466106.4,954471679.4
2023/04/01,012816,-6.367192,-52.061935,954466106.4,954471679.4
2023/04/01,012816,-6.5052834,-52.123486,954466106.4,954471679.4
2023/04/01,012816,-6.3160753,-52.033237,954466106.4,954471679.4
2023/04/01,012816,-6.377073,-51.965916,954466106.4,954471679.4
2023/04/01,012816,-6.5869546,-52.144424,954466106.4,954471679.4
2023/04/01,012816,-6.411951,-51.848034,954466106.4,954471679.4
2023/04/01,012816,-4.1854925,-55.458527,954466106.4,954471679.4
2023/04/01,012816,-6.5942106,-51.64824,954466106.4,954471679.4
2023/04/01,012816,-6.468553,-51.643093,954466106.4,954471679.4
2023/04/01,012816,-12.409137,-50.648968,954466106.4,954471679.4
2023/04/01,012816,-12.461614,-50.70665,954466106.4,954471679.4
2023/04/01,012816,-12.530887,-50.722847,954466106.4,954471679.4
2023/04/01,012816,-12.468112,-50.725327,954466106.4,954471679.4
2023/04/01,012816,-12.508881,-50.742455,954466106.4,954471679.4
2023/04/01,012816,-12.459142,-50.68902,954466106.4,954471679.4
2023/04/01,012816,-12.490949,-50.736736,954466106.4,954471679.4
2023/04/01,012816,-12.498036,-50.76997,954466106.4,954471679.4
2023/04/01,012816,-12.430224,-50.730762,954466106.4,954471679.4
2023/04/01,012816,-12.359939,-50.664337,954466106.4,954471679.4
2023/04/01,012816,-12.509274,-50.754475,954466106.4,954471679.4
2023/04/01,012816,-12.453686,-50.711666,954466106.4,954471679.4
2023/04/01,012816,-12.510369,-50.74392,954466106.4,954471679.4
2023/04/01,012816,-12.435842,-50.737446,954466106.4,954471679.4
2023/04/01,012816,-12.495811,-50.7082,954466106.4,954471679.4
2023/04/01,012816,-12.48901,-50.752644,954466106.4,954471679.4
2023/04/01,012816,-12.467628,-50.69459,954466106.4,954471679.4
2023/04/01,012816,-12.534293,-50.744854,954466106.4,954471679.4
2023/04/01,012816,-12.498111,-50.76904,954466106.4,954471679.4
2023/04/01,012816,-12.550924,-50.71791,954466106.4,954471679.4
2023/04/01,012816,-12.505892,-50.762455,954466106.4,954471679.4
2023/04/01,012816,-12.436282,-50.687515,954466106.4,954471679.4
2023/04/01,012816,-12.645022,-50.70718,954466106.4,954471679.4
2023/04/01,012816,-12.564684,-50.583336,954466106.4,954471679.4
2023/04/01,012816,-12.684368,-50.75347,954466106.4,954471679.4
2023/04/01,012816,-12.615936,-50.644157,954466106.4,954471679.4
2023/04/01,012816,-12.588656,-50.72712,954466106.4,954471679.4
2023/04/01,012816,-12.53509,-50.63023,954466106.4,954471679.4
2023/04/01,012816,-12.524035,-50.589474,954466106.4,954471679.4
2023/04/01,012816,-12.5915165,-50.73752,954466106.4,954471679.4
2023/04/01,012816,-12.491857,-50.640804,954466106.4,954471679.4
2023/04/01,012816,-12.601426,-50.64934,954466106.4,954471679.4
2023/04/01,012816,-12.467596,-50.63901,954466106.4,954471679.4
2023/04/01,012816,-12.562202,-50.740482,954466106.4,954471679.4
2023/04/01,012816,-12.506204,-50.62305,954466106.4,954471679.4
2023/04/01,012816,-12.620135,-50.695923,954466106.4,954471679.4
2023/04/01,012816,-12.448216,-50.637157,954466106.4,954471679.4
2023/04/01,012816,-12.517937,-50.623566,954466106.4,954471679.4
2023/04/01,012816,-12.575584,-50.714836,954466106.4,954471679.4
2023/04/01,012816,-12.573469,-50.666035,954466106.4,954471679.4
2023/04/01,012816,-12.464063,-50.656757,954466106.4,954471679.4
2023/04/01,012816,-12.528446,-50.617584,954466106.4,954471679.4
2023/04/01,012816,-12.574203,-50.661766,954466106.4,954471679.4
2023/04/01,012816,-12.457496,-50.666637,954466106.4,954471679.4
2023/04/01,012816,-12.613614,-50.71611,954466106.4,954471679.4
2023/04/01,012816,-12.466907,-50.613754,954466106.4,954471679.4
2023/04/01,012816,-12.537254,-50.6531,954466106.4,954471679.4
2023/04/01,012816,-11.173985,-47.194645,954466106.4,954471679.4
2023/04/01,012816,-11.189107,-47.158173,954466106.4,954471679.4
2023/04/01,012816,-11.1784525,-47.163807,954466106.4,954471679.4
2023/04/01,012816,-11.202127,-47.16643,954466106.4,954471679.4
2023/04/01,012816,-11.214625,-47.150032,954466106.4,954471679.4
2023/04/01,012816,-11.262468,-47.13778,954466106.4,954471679.4
2023/04/01,012816,-11.224563,-47.15111,954466106.4,954471679.4
2023/04/01,012816,-14.338319,-46.76382,954466106.4,954471679.4
2023/04/01,012816,-14.311885,-46.760784,954466106.4,954471679.4
2023/04/01,012816,-15.308282,-47.844017,954466106.4,954471679.4
2023/04/01,012816,-15.253818,-47.894478,954466106.4,954471679.4
2023/04/01,012816,-15.0048895,-47.526134,954466106.4,954471679.4
2023/04/01,012816,-20.722023,-46.25641,954466106.4,954471679.4
2023/04/01,012816,-20.751682,-46.677433,954466106.4,954471679.4
2023/04/01,012816,-20.725504,-46.842655,954466106.4,954471679.4
2023/04/01,012816,-20.722986,-46.826134,954466106.4,954471679.4
2023/04/01,012816,-20.731594,-46.857273,954466106.4,954471679.4
2023/04/01,012816,-20.70817,-46.848,954466106.4,954471679.4
2023/04/01,012816,-21.251404,-42.006413,954466106.4,954471679.4
2023/04/01,012816,-21.223276,-42.158,954466106.4,954471679.4
2023/04/01,012816,-20.701504,-44.041573,954466106.4,954471679.4
2023/04/01,012816,-20.634756,-43.98285,954466106.4,954471679.4
2023/04/01,012816,-22.224558,-41.913166,954466106.4,954471679.4
2023/04/01,012816,-22.179615,-41.93812,954466106.4,954471679.4
2023/04/01,012816,-22.188635,-41.94277,954466106.4,954471679.4
2023/04/01,012816,-22.347672,-41.93903,954466106.4,954471679.4
2023/04/01,012816,-22.179575,-41.94452,954466106.4,954471679.4
2023/04/01,012816,-22.159494,-41.962402,954466106.4,954471679.4
2023/04/01,012816,-22.162357,-41.937862,954466106.4,954471679.4
2023/04/01,012816,-22.211706,-41.916893,954466106.4,954471679.4
2023/04/01,012816,-22.16309,-41.956585,954466106.4,954471679.4
2023/04/01,012816,-22.19056,-41.950188,954466106.4,954471679.4
2023/04/01,012816,-21.344938,-43.621017,954466106.4,954471679.4
2023/04/01,012816,-20.44646,-42.522915,954466106.4,954471679.4
2023/04/01,012816,-20.482693,-42.492935,954466106.4,954471679.4
2023/04/01,012816,-21.295734,-43.786297,954466106.4,954471679.4
2023/04/01,012816,-25.994913,-39.675827,954466106.4,954471679.4
2023/04/01,012816,-26.006449,-39.55142,954466106.4,954471679.4
2023/04/01,012816,-26.011621,-39.43604,954466106.4,954471679.4
2023/04/01,012816,-26.092937,-39.52836,954466106.4,954471679.4
2023/04/01,012816,-26.021978,-39.65742,954466106.4,954471679.4
2023/04/01,012816,-26.118973,-39.782745,954466106.4,954471679.4
2023/04/01,012816,-26.00395,-39.644615,954466106.4,954471679.4
2023/04/01,012816,-25.959326,-39.256657,954466106.4,954471679.4
2023/04/01,012816,-25.846584,-39.324467,954466106.4,954471679.4
2023/04/01,012816,-25.94901,-39.97026,954466106.4,954471679.4
2023/04/01,012816,-26.842958,-38.22042,954466106.4,954471679.4
2023/04/01,012816,-26.043592,-38.771194,954466106.4,954471679.4
2023/04/01,012816,-31.774563,-30.831034,954466106.4,954471679.4
2023/04/01,012816,-31.678492,-30.815071,954466106.4,954471679.4
2023/04/01,030109,8.345845,118.03407,954471679.4,954477252.3
2023/04/01,030109,8.338193,117.97462,954471679.4,954477252.3
2023/04/01,030109,8.388026,118.05332,954471679.4,954477252.3
2023/04/01,030109,8.369341,118.06324,954471679.4,954477252.3
2023/04/01,030109,8.389003,118.02325,954471679.4,954477252.3
2023/04/01,030109,8.782503,119.24994,954471679.4,954477252.3
2023/04/01,030109,8.795636,119.25214,954471679.4,954477252.3
2023/04/01,030109,9.218115,119.48678,954471679.4,954477252.3
2023/04/01,030109,7.7952724,118.508194,954471679.4,954477252.3
2023/04/01,030109,7.8129954,118.51917,954471679.4,954477252.3
2023/04/01,030109,8.187052,118.22462,954471679.4,954477252.3
2023/04/01,030109,9.111434,119.617615,954471679.4,954477252.3
2023/04/01,030109,9.958232,112.95548,954471679.4,954477252.3
2023/04/01,030109,9.919238,112.9069,954471679.4,954477252.3
2023/04/01,030109,9.904245,112.87377,954471679.4,954477252.3
2023/04/01,030109,9.137191,119.345825,954471679.4,954477252.3
2023/04/01,030109,9.191323,119.307144,954471679.4,954477252.3
2023/04/01,030109,7.962547,118.541985,954471679.4,954477252.3
2023/04/01,030109,27.629276,-100.42743,954471679.4,954477252.3
2023/04/01,030109,27.607868,-100.43559,954471679.4,954477252.3
2023/04/01,030109,27.636232,-100.34571,954471679.4,954477252.3
2023/04/01,030109,27.617022,-100.44284,954471679.4,954477252.3
2023/04/01,030109,27.676708,-100.40941,954471679.4,954477252.3
2023/04/01,030109,27.63568,-100.47059,954471679.4,954477252.3
2023/04/01,030109,27.586933,-100.41457,954471679.4,954477252.3
2023/04/01,030109,27.577745,-100.391624,954471679.4,954477252.3
2023/04/01,030109,-5.4943237,-80.58984,954471679.4,954477252.3
2023/04/01,030109,-5.374135,-80.708534,954471679.4,954477252.3
2023/04/01,030109,-5.3173437,-80.59015,954471679.4,954477252.3
2023/04/01,030109,-5.2429566,-80.66146,954471679.4,954477252.3
2023/04/01,030109,-5.1207776,-80.66236,954471679.4,954477252.3
2023/04/01,030109,-5.2013564,-80.67968,954471679.4,954477252.3
2023/04/01,030109,-5.306026,-80.61388,954471679.4,954477252.3
2023/04/01,030109,-5.217141,-80.59037,954471679.4,954477252.3
2023/04/01,030109,-7.9673405,-75.82228,954471679.4,954477252.3
2023/04/01,030109,-6.3703856,-73.48947,954471679.4,954477252.3
2023/04/01,030109,-8.737652,-75.843285,954471679.4,954477252.3
2023/04/01,030109,-12.588006,-73.92113,954471679.4,954477252.3
2023/04/01,030109,-19.604158,-62.896687,954471679.4,954477252.3
2023/04/01,030109,-19.649006,-62.89729,954471679.4,954477252.3
2023/04/01,030109,-19.566982,-62.825806,954471679.4,954477252.3
2023/04/01,030109,-19.597795,-62.88351,954471679.4,954477252.3
2023/04/01,030109,-19.742313,-62.979218,954471679.4,954477252.3
2023/04/01,030109,-19.830412,-62.97463,954471679.4,954477252.3
2023/04/01,030109,-19.779068,-63.02083,954471679.4,954477252.3
2023/04/01,030109,-19.840843,-63.06777,954471679.4,954477252.3
2023/04/01,030109,-19.856863,-62.926422,954471679.4,954477252.3
2023/04/01,030109,-20.042297,-62.86844,954471679.4,954477252.3
2023/04/01,030109,-20.018837,-62.898388,954471679.4,954477252.3
2023/04/01,030109,-20.039312,-62.96332,954471679.4,954477252.3
2023/04/01,030109,-20.020061,-62.92902,954471679.4,954477252.3
2023/04/01,030109,-20.14179,-62.90871,954471679.4,954477252.3
2023/04/01,030109,-20.103794,-63.04157,954471679.4,954477252.3
2023/04/01,030109,-19.719978,-62.567448,954471679.4,954477252.3
2023/04/01,030109,-19.953175,-63.127148,954471679.4,954477252.3
2023/04/01,030109,-19.939001,-63.06025,954471679.4,954477252.3
2023/04/01,030109,-20.002737,-63.173084,954471679.4,954477252.3
2023/04/01,030109,-19.930635,-63.29485,954471679.4,954477252.3
2023/04/01,030109,-20.094687,-63.161972,954471679.4,954477252.3
